Date;Home Team;Away Team;Home Score;Away Score;Play-off Game?;Home Odds;Draw Odds;Away Odds;Bookmakers Surveyed
20-Apr-18;Waratahs;Lions;0;29;;1.81;21.16;2.05;10
20-Apr-18;Blues;Highlanders;16;34;;3.27;24.63;1.35;10
14-Apr-18;Sharks;Bulls;10;40;;1.4;22.84;3.07;10
14-Apr-18;Waratahs;Reds;37;16;;1.27;25.85;3.9;10
14-Apr-18;Highlanders;Brumbies;43;17;;1.09;44.04;7.03;10
14-Apr-18;Rebels;Jaguares;22;25;;1.22;30.89;4.4;10
14-Apr-18;Sunwolves;Blues;10;24;;6.96;44.31;1.09;10
13-Apr-18;Hurricanes;Chiefs;25;13;;1.28;26.72;3.7;10
07-Apr-18;Jaguares;Crusaders;14;40;;5.13;32.59;1.17;10
07-Apr-18;Lions;Stormers;52;31;;1.38;25.16;3.19;10
07-Apr-18;Brumbies;Reds;45;21;;1.56;21.26;2.53;10
07-Apr-18;Chiefs;Blues;21;19;;1.28;25.77;3.85;10
07-Apr-18;Sunwolves;Waratahs;29;50;;6.53;35.38;1.12;10
06-Apr-18;Hurricanes;Sharks;38;37;;1.05;48.26;9.77;10
01-Apr-18;Lions;Crusaders;8;14;;3;24.67;1.41;10
31-Mar-18;Bulls;Stormers;33;23;;2.11;22.24;1.78;10
31-Mar-18;Brumbies;Waratahs;17;24;;2.04;20.23;1.84;10
31-Mar-18;Blues;Sharks;40;63;;1.18;29.93;4.95;10
30-Mar-18;Rebels;Hurricanes;19;50;;4.39;28.41;1.22;10
30-Mar-18;Chiefs;Highlanders;27;22;;1.78;21.68;2.1;10
24-Mar-18;Jaguares;Lions;49;35;;3.05;26.65;1.4;10
24-Mar-18;Stormers;Reds;25;19;;1.2;31.31;4.72;10
24-Mar-18;Hurricanes;Highlanders;29;12;;1.45;22.68;2.92;10
24-Mar-18;Sunwolves;Chiefs;10;61;;8.9;57.29;1.06;10
23-Mar-18;Rebels;Sharks;46;14;;1.48;23.39;2.76;10
23-Mar-18;Crusaders;Bulls;33;14;;1.06;44.92;9.38;10
18-Mar-18;Waratahs;Rebels;51;27;;1.72;21.57;2.2;10
17-Mar-18;Jaguares;Reds;7;18;;1.28;24.35;3.8;10
17-Mar-18;Lions;Sunwolves;40;38;;1.01;52.25;22.09;10
17-Mar-18;Stormers;Blues;37;20;;2.41;21.04;1.62;10
17-Mar-18;Brumbies;Sharks;24;17;;2.07;20;1.82;10
17-Mar-18;Highlanders;Crusaders;25;17;;1.69;20.07;2.26;10
16-Mar-18;Chiefs;Bulls;41;28;;1.1;35.84;7.29;10
10-Mar-18;Jaguares;Waratahs;38;28;;2.22;21.8;1.71;10
10-Mar-18;Lions;Blues;35;38;;1.24;27.47;4.3;10
10-Mar-18;Sharks;Sunwolves;50;22;;1.02;53.92;13.14;10
10-Mar-18;Reds;Bulls;20;14;;1.71;20.76;2.23;10
10-Mar-18;Hurricanes;Crusaders;29;19;;1.7;20.76;2.25;10
09-Mar-18;Rebels;Brumbies;33;10;;1.62;21.43;2.42;10
09-Mar-18;Highlanders;Stormers;33;15;;1.11;38.22;6.78;10
03-Mar-18;Jaguares;Hurricanes;9;34;;5.44;31.98;1.16;10
03-Mar-18;Bulls;Lions;35;49;;3.28;24.98;1.36;10
03-Mar-18;Sharks;Waratahs;24;24;;1.31;24.05;3.62;10
03-Mar-18;Crusaders;Stormers;45;28;;1.08;40.74;7.76;10
03-Mar-18;Sunwolves;Rebels;17;37;;3.09;24.9;1.4;10
02-Mar-18;Reds;Brumbies;18;10;;2.92;23.06;1.44;10
02-Mar-18;Blues;Chiefs;21;27;;1.6;21.82;2.44;10
24-Feb-18;Bulls;Hurricanes;21;19;;5.85;31.18;1.14;10
24-Feb-18;Lions;Jaguares;47;27;Y;1.11;34.29;6.72;10
24-Feb-18;Waratahs;Stormers;34;27;Y;1.44;23.54;2.91;10
24-Feb-18;Crusaders;Chiefs;45;23;Y;1.31;23.74;3.61;10
24-Feb-18;Sunwolves;Brumbies;25;32;Y;6.87;33.68;1.11;10
23-Feb-18;Rebels;Reds;45;19;Y;1.43;23.91;2.91;10
23-Feb-18;Highlanders;Blues;41;34;Y;1.35;23.67;3.33;10
17-Feb-18;Lions;Sharks;26;19;Y;1.31;25.09;3.63;10
17-Feb-18;Stormers;Jaguares;28;20;;1.33;25.37;3.4;10
05-Aug-17;Lions;Crusaders;17;25;;2.03;21.46;1.85;10
29-Jul-17;Lions;Hurricanes;44;29;;2.43;23.98;1.58;10
29-Jul-17;Crusaders;Chiefs;27;13;;1.26;25.1;3.9;10
22-Jul-17;Stormers;Chiefs;11;17;;2.37;22.76;1.62;10
22-Jul-17;Lions;Sharks;23;21;;1.11;34.38;6.71;10
22-Jul-17;Crusaders;Highlanders;17;0;;1.39;21.56;3.1;10
21-Jul-17;Brumbies;Hurricanes;16;35;;5.6;29.56;1.15;10
15-Jul-17;Sharks;Lions;10;27;;4.23;27.21;1.23;10
15-Jul-17;Bulls;Stormers;33;41;;2.49;23.41;1.56;10
15-Jul-17;Force;Waratahs;40;11;;1.94;21.09;1.9;10
15-Jul-17;Hurricanes;Crusaders;31;22;;1.66;21.71;2.28;10
15-Jul-17;Chiefs;Brumbies;28;10;;1.06;41.11;8.34;10
15-Jul-17;Sunwolves;Blues;48;21;;15.52;49.58;1.02;10
15-Jul-17;Kings;Cheetahs;20;21;;1.54;23.39;2.52;10
14-Jul-17;Rebels;Jaguares;29;32;;2.84;26.2;1.43;10
14-Jul-17;Highlanders;Reds;40;17;;1.04;48.96;9.91;10
08-Jul-17;Stormers;Sunwolves;52;15;;1.01;57.07;19.98;10
08-Jul-17;Bulls;Kings;30;31;;1.26;27.66;3.94;10
08-Jul-17;Waratahs;Jaguares;27;40;;1.19;27.84;4.8;10
07-Jul-17;Force;Rebels;31;22;;1.31;25.74;3.48;10
07-Jul-17;Reds;Brumbies;16;15;;3.21;24.15;1.36;10
01-Jul-17;Lions;Sunwolves;94;7;;1.01;47.19;20.74;10
01-Jul-17;Cheetahs;Stormers;34;40;;2.93;24.18;1.42;10
30-Jun-17;Jaguares;Kings;30;31;;1.21;28.37;4.48;10
30-Jun-17;Sharks;Bulls;17;30;;1.22;27.33;4.33;10
09-Jun-17;Hurricanes;Chiefs;14;17;;1.33;24.44;3.45;10
03-Jun-17;Force;Hurricanes;12;34;;8.82;41.53;1.06;10
03-Jun-17;Brumbies;Rebels;32;3;;1.11;33.66;6.56;10
03-Jun-17;Chiefs;Waratahs;46;31;;1.11;34.65;6.33;10
03-Jun-17;Crusaders;Highlanders;25;22;;1.36;24.53;3.21;10
02-Jun-17;Blues;Reds;34;29;;1.13;32.46;5.83;10
28-May-17;Lions;Kings;54;10;;1.03;53.84;11.83;10
27-May-17;Jaguares;Brumbies;15;39;;1.57;21.87;2.46;10
27-May-17;Sharks;Stormers;22;10;;1.77;21.57;2.11;10
27-May-17;Bulls;Hurricanes;20;34;;7.39;39;1.08;10
27-May-17;Rebels;Crusaders;19;41;;11.25;49.57;1.03;10
27-May-17;Highlanders;Waratahs;44;28;;1.09;37.1;7.01;10
27-May-17;Sunwolves;Cheetahs;7;47;;2.12;22.4;1.75;10
26-May-17;Reds;Force;26;40;;1.33;25.69;3.36;10
26-May-17;Blues;Chiefs;16;16;;2.67;22.64;1.5;10
21-May-17;Waratahs;Rebels;50;23;;1.15;31.27;5.44;10
20-May-17;Kings;Brumbies;10;19;;2.66;23;1.49;10
20-May-17;Lions;Bulls;51;14;;1.12;33.2;6.24;10
20-May-17;Sunwolves;Sharks;17;38;;4.59;29.77;1.2;10
20-May-17;Force;Highlanders;6;55;;4.78;27.69;1.19;10
20-May-17;Hurricanes;Cheetahs;61;7;;1.02;55.33;13.7;10
19-May-17;Stormers;Blues;30;22;;1.95;22.85;1.89;10
19-May-17;Chiefs;Crusaders;24;31;;2.21;22.56;1.7;10
13-May-17;Jaguares;Force;6;16;;1.13;32.84;5.88;10
13-May-17;Kings;Sharks;35;32;;4.85;30.31;1.18;10
13-May-17;Bulls;Highlanders;10;17;;4.92;27.91;1.18;10
13-May-17;Rebels;Reds;24;29;;2.42;22.56;1.59;10
13-May-17;Crusaders;Hurricanes;20;12;;1.85;22.07;2;10
12-May-17;Brumbies;Lions;6;13;;2.41;22.09;1.6;10
12-May-17;Blues;Cheetahs;50;32;;1.07;42.42;8.24;10
06-May-17;Jaguares;Sunwolves;46;39;;1.04;47.25;9.82;10
06-May-17;Bulls;Crusaders;24;62;;4.65;29.24;1.19;10
06-May-17;Sharks;Force;37;12;;1.13;32.58;5.82;10
06-May-17;Waratahs;Blues;33;40;;2.83;23.1;1.45;10
06-May-17;Chiefs;Reds;46;17;;1.05;44.33;10.13;10
06-May-17;Rebels;Lions;10;47;;5.64;30.82;1.14;10
05-May-17;Cheetahs;Highlanders;41;45;;5.58;30.66;1.14;10
05-May-17;Hurricanes;Stormers;41;22;;1.03;53.37;11.14;10
30-Apr-17;Brumbies;Blues;12;18;;2.43;21.89;1.58;10
29-Apr-17;Jaguares;Sharks;25;33;;1.32;23.64;3.45;10
29-Apr-17;Kings;Rebels;44;3;;2.09;21.61;1.77;10
29-Apr-17;Cheetahs;Crusaders;21;48;;5.87;34.48;1.12;10
29-Apr-17;Force;Lions;15;24;;4.25;25.68;1.23;10
29-Apr-17;Reds;Waratahs;26;29;;1.76;20.73;2.11;10
29-Apr-17;Chiefs;Sunwolves;27;20;;1.01;59;21.71;10
28-Apr-17;Highlanders;Stormers;57;14;;1.19;28.43;4.86;10
22-Apr-17;Sharks;Rebels;9;9;;1.1;33.98;7.03;10
22-Apr-17;Bulls;Cheetahs;20;14;;1.36;24.28;3.22;10
22-Apr-17;Force;Chiefs;7;16;;5.91;34.12;1.13;10
22-Apr-17;Crusaders;Stormers;57;24;;1.14;33.33;5.62;10
22-Apr-17;Highlanders;Sunwolves;40;15;;1;72;42.75;10
21-Apr-17;Lions;Jaguares;24;21;;1.1;34.05;6.66;10
21-Apr-17;Waratahs;Kings;24;26;;1.04;48.35;10.25;10
21-Apr-17;Hurricanes;Brumbies;56;21;;1.09;34.21;7.18;10
15-Apr-17;Bulls;Jaguares;26;13;;1.71;21.64;2.18;10
15-Apr-17;Stormers;Lions;16;29;;1.68;21.2;2.23;10
15-Apr-17;Cheetahs;Chiefs;27;41;;5.94;33.21;1.13;10
15-Apr-17;Rebels;Brumbies;19;17;;3.62;24.57;1.29;10
15-Apr-17;Blues;Hurricanes;24;28;;2.93;24.52;1.42;10
15-Apr-17;Reds;Kings;47;34;;1.13;33.94;5.94;10
14-Apr-17;Crusaders;Sunwolves;50;3;;1.01;56.5;22.75;10
09-Apr-17;Force;Kings;46;41;;1.11;34.01;6.75;10
08-Apr-17;Stormers;Chiefs;34;26;;2.48;22.91;1.56;10
08-Apr-17;Sharks;Jaguares;18;13;;1.37;22.94;3.22;10
08-Apr-17;Brumbies;Reds;43;10;;1.31;23.3;3.62;10
08-Apr-17;Highlanders;Blues;26;20;;1.44;22.34;2.92;10
08-Apr-17;Sunwolves;Bulls;21;20;;5.13;27.82;1.17;10
07-Apr-17;Hurricanes;Waratahs;38;28;;1.07;35.78;8.06;10
02-Apr-17;Waratahs;Crusaders;22;41;;3.77;24.7;1.27;10
01-Apr-17;Lions;Sharks;34;29;;1.23;24.9;4.22;10
01-Apr-17;Stormers;Cheetahs;53;10;;1.2;25.94;4.57;10
01-Apr-17;Reds;Hurricanes;15;34;;6.73;34.36;1.11;10
01-Apr-17;Chiefs;Bulls;28;12;;1.06;39.65;9.39;10
01-Apr-17;Blues;Force;24;15;;1.07;38.59;8.32;10
31-Mar-17;Highlanders;Rebels;51;12;;1.04;42.39;10.36;10
25-Mar-17;Jaguares;Reds;22;8;;1.12;31.6;6.44;10
25-Mar-17;Cheetahs;Sharks;30;38;;2.08;21.04;1.8;10
25-Mar-17;Kings;Lions;19;42;;12.41;47.91;1.02;10
25-Mar-17;Sunwolves;Stormers;31;44;;7.49;38.1;1.08;10
25-Mar-17;Brumbies;Highlanders;13;18;;2.19;21.74;1.71;10
25-Mar-17;Blues;Bulls;38;14;;1.19;26.71;4.92;10
24-Mar-17;Rebels;Waratahs;25;32;;2.76;23.18;1.47;10
24-Mar-17;Crusaders;Force;45;17;;1.06;38.09;8.8;10
18-Mar-17;Jaguares;Cheetahs;41;14;;1.19;26.46;4.78;10
18-Mar-17;Sharks;Kings;19;17;;1.02;44.4;15.97;10
18-Mar-17;Lions;Reds;44;14;;1.16;28.92;5.32;10
18-Mar-17;Waratahs;Brumbies;12;28;;1.56;20.68;2.5;10
18-Mar-17;Hurricanes;Highlanders;41;15;;1.25;25.31;4.05;10
18-Mar-17;Bulls;Sunwolves;34;21;;1.01;46.95;19.29;10
17-Mar-17;Rebels;Chiefs;14;27;;8.33;36.09;1.07;10
17-Mar-17;Crusaders;Blues;33;24;;1.53;22.42;2.57;10
11-Mar-17;Jaguares;Lions;36;24;;1.53;21.93;2.58;10
11-Mar-17;Sharks;Waratahs;37;14;;1.49;21.85;2.7;10
11-Mar-17;Cheetahs;Sunwolves;38;31;;1.01;49.82;16.69;10
11-Mar-17;Kings;Stormers;10;41;;9;44.47;1.06;10
11-Mar-17;Reds;Crusaders;20;22;;3.45;23.05;1.33;10
11-Mar-17;Blues;Highlanders;12;16;;1.66;21.45;2.29;10
10-Mar-17;Brumbies;Force;25;17;;1.38;23.84;3.16;10
10-Mar-17;Chiefs;Hurricanes;26;18;;1.97;19.71;1.88;10
04-Mar-17;Cheetahs;Bulls;34;28;;2.15;22.61;1.73;10
04-Mar-17;Stormers;Jaguares;32;25;;1.25;26;4;10
04-Mar-17;Lions;Waratahs;55;36;;1.27;23.92;3.91;10
04-Mar-17;Sunwolves;Kings;23;37;;2.1;22.5;1.77;10
04-Mar-17;Brumbies;Sharks;22;27;;1.56;20.73;2.52;10
04-Mar-17;Highlanders;Crusaders;27;30;;1.54;21.71;2.55;10
04-Mar-17;Hurricanes;Rebels;71;6;;1.03;40.9;12.47;10
03-Mar-17;Chiefs;Blues;41;26;;1.39;23.85;3.13;10
02-Mar-17;Force;Reds;26;19;;2.54;21.87;1.54;10
25-Feb-17;Stormers;Bulls;37;24;;1.5;21.58;2.67;10
25-Feb-17;Kings;Jaguares;26;39;Y;4.95;28.27;1.18;10
25-Feb-17;Cheetahs;Lions;25;28;Y;3.86;24.13;1.27;10
25-Feb-17;Waratahs;Force;19;13;Y;1.19;29.16;4.79;10
25-Feb-17;Crusaders;Brumbies;17;13;Y;1.11;32.63;6.54;10
25-Feb-17;Sunwolves;Hurricanes;17;83;Y;14.32;45.4;1.02;10
24-Feb-17;Reds;Sharks;28;26;Y;1.49;22.46;2.71;10
24-Feb-17;Highlanders;Chiefs;15;24;Y;1.6;22.15;2.39;10
23-Feb-17;Rebels;Blues;18;56;;2.69;22.97;1.5;10
06-Aug-16;Hurricanes;Lions;20;3;;1.32;21.94;3.55;10
30-Jul-16;Lions;Highlanders;42;30;;1.83;20.85;2.02;10
30-Jul-16;Hurricanes;Chiefs;25;9;;1.57;21.57;2.47;10
23-Jul-16;Stormers;Chiefs;21;60;;2.4;20.71;1.6;10
23-Jul-16;Lions;Crusaders;42;25;;1.81;20.86;2.04;10
23-Jul-16;Hurricanes;Sharks;41;0;;1.12;29.42;6.2;10
22-Jul-16;Brumbies;Highlanders;9;15;;2.83;21.14;1.45;10
16-Jul-16;Jaguares;Lions;34;22;;1.23;25.5;4.32;10
16-Jul-16;Cheetahs;Bulls;17;43;;2.28;21.24;1.66;10
16-Jul-16;Stormers;Kings;52;24;;1.01;38.75;16;10
16-Jul-16;Brumbies;Force;24;10;;1.05;36.31;9.56;10
16-Jul-16;Highlanders;Chiefs;25;15;;1.65;20.6;2.3;10
16-Jul-16;Crusaders;Hurricanes;10;35;;1.44;21.89;2.88;10
15-Jul-16;Sharks;Sunwolves;40;29;;1.01;38.7;20.45;10
15-Jul-16;Reds;Rebels;28;31;;1.81;21.09;2.04;10
15-Jul-16;Blues;Waratahs;34;28;;1.69;21.61;2.22;10
09-Jul-16;Jaguares;Highlanders;8;34;;4.41;23.22;1.22;10
09-Jul-16;Sharks;Cheetahs;26;10;;1.23;24.26;4.38;10
09-Jul-16;Bulls;Sunwolves;50;3;;1.01;57.45;13.65;10
09-Jul-16;Force;Stormers;3;22;;4.45;23.89;1.22;10
09-Jul-16;Waratahs;Hurricanes;17;28;;1.73;20.35;2.16;10
09-Jul-16;Crusaders;Rebels;85;26;;1.04;45.45;10.18;10
08-Jul-16;Lions;Kings;57;21;;1.01;47.03;21.29;10
08-Jul-16;Reds;Chiefs;5;50;;5.52;28.25;1.15;10
08-Jul-16;Blues;Brumbies;40;15;;2.34;20.61;1.63;10
02-Jul-16;Jaguares;Bulls;29;11;;1.59;20.59;2.42;10
02-Jul-16;Lions;Sharks;37;10;;1.37;22.27;3.21;10
02-Jul-16;Kings;Highlanders;18;48;;13.08;37.55;1.02;10
02-Jul-16;Cheetahs;Force;30;29;;1.36;24.12;3.2;10
02-Jul-16;Rebels;Stormers;31;57;;2.13;20.78;1.75;10
02-Jul-16;Hurricanes;Blues;37;27;;1.17;26.62;5.14;10
02-Jul-16;Sunwolves;Waratahs;12;57;;10.52;46.3;1.04;10
01-Jul-16;Brumbies;Reds;43;24;;1.14;29.88;5.68;10
01-Jul-16;Chiefs;Crusaders;23;13;;2.45;20.44;1.58;10
29-May-16;Rebels;Force;27;22;;1.21;25.7;4.56;10
28-May-16;Bulls;Lions;20;56;;1.76;20.72;2.11;10
28-May-16;Stormers;Cheetahs;31;24;;1.17;27.45;5.24;10
28-May-16;Brumbies;Sunwolves;66;5;;1.01;54.97;14.15;10
28-May-16;Blues;Crusaders;21;26;;4.35;24.13;1.23;10
27-May-16;Kings;Jaguares;29;22;;8.17;37.89;1.07;10
27-May-16;Waratahs;Chiefs;45;25;;2.39;20.87;1.61;10
27-May-16;Hurricanes;Highlanders;27;20;;2;20.38;1.87;10
21-May-16;Bulls;Stormers;17;13;;2.34;20.45;1.63;10
21-May-16;Sharks;Kings;53;0;;1.01;46.11;14.92;10
21-May-16;Lions;Jaguares;52;24;;1.18;28.63;4.9;10
21-May-16;Force;Blues;13;17;;2.42;21.74;1.59;10
21-May-16;Chiefs;Rebels;36;15;;1.12;31.46;6.2;10
21-May-16;Reds;Sunwolves;35;25;;1.12;33.58;6.24;10
20-May-16;Crusaders;Waratahs;29;10;;1.18;26.81;5.07;10
14-May-16;Jaguares;Sharks;22;25;;1.96;20.69;1.89;10
14-May-16;Lions;Blues;43;5;;1.42;21.66;2.97;10
14-May-16;Cheetahs;Kings;34;20;;1.04;50.65;10.69;10
14-May-16;Sunwolves;Stormers;17;17;;10.45;46.57;1.04;10
14-May-16;Waratahs;Bulls;31;8;;1.34;21.78;3.39;10
14-May-16;Hurricanes;Reds;29;14;;1.14;29.4;5.99;10
13-May-16;Rebels;Brumbies;22;30;;2.62;21.41;1.52;10
13-May-16;Highlanders;Crusaders;34;26;;1.91;20.33;1.94;10
07-May-16;Kings;Blues;18;34;;9.8;47.56;1.05;10
07-May-16;Sharks;Hurricanes;32;15;;2.54;21.27;1.55;10
07-May-16;Waratahs;Cheetahs;21;6;;1.14;30.32;5.64;10
07-May-16;Chiefs;Highlanders;13;26;;1.47;22.38;2.75;10
07-May-16;Sunwolves;Force;22;40;;2.59;22.15;1.52;10
06-May-16;Brumbies;Bulls;23;6;;1.38;24.65;3.11;10
06-May-16;Crusaders;Reds;38;5;;1.07;41.25;7.91;10
30-Apr-16;Jaguares;Kings;73;27;;1.04;48.97;9.99;10
30-Apr-16;Stormers;Waratahs;30;32;;1.43;22.56;2.91;10
30-Apr-16;Lions;Hurricanes;17;50;;1.97;21.94;1.88;10
30-Apr-16;Reds;Cheetahs;30;17;;1.44;23.4;2.84;10
30-Apr-16;Highlanders;Brumbies;23;10;;1.34;23.34;3.38;10
30-Apr-16;Blues;Rebels;36;30;;1.34;24.31;3.3;10
29-Apr-16;Force;Bulls;20;42;;2.97;23.53;1.41;10
29-Apr-16;Chiefs;Sharks;24;22;;1.15;31.01;5.47;10
24-Apr-16;Brumbies;Crusaders;14;40;;1.72;20.68;2.18;10
23-Apr-16;Kings;Lions;10;45;;11.24;48.46;1.03;10
23-Apr-16;Stormers;Reds;40;22;;1.16;30.38;5.22;10
23-Apr-16;Force;Waratahs;13;49;;2.61;21.55;1.52;10
23-Apr-16;Hurricanes;Chiefs;27;28;;1.65;20.68;2.3;10
23-Apr-16;Sunwolves;Jaguares;36;28;;6.37;35.46;1.11;10
22-Apr-16;Rebels;Cheetahs;36;14;;1.5;22.9;2.67;10
22-Apr-16;Highlanders;Sharks;14;15;;1.19;27.65;4.67;10
16-Apr-16;Lions;Stormers;29;22;;1.57;20.58;2.5;10
16-Apr-16;Bulls;Reds;41;22;;1.28;25.01;3.75;10
16-Apr-16;Waratahs;Brumbies;20;26;;2.07;20.87;1.8;10
16-Apr-16;Blues;Sharks;23;18;;1.42;22.41;2.97;10
15-Apr-16;Cheetahs;Sunwolves;92;17;;1.14;33.95;5.71;10
15-Apr-16;Rebels;Hurricanes;13;38;;2.45;21.64;1.58;10
15-Apr-16;Crusaders;Jaguares;32;15;;1.16;30.39;5.28;10
09-Apr-16;Kings;Bulls;6;38;;5.41;31.46;1.15;10
09-Apr-16;Sharks;Lions;9;24;;1.62;21.25;2.36;10
09-Apr-16;Reds;Highlanders;28;27;;3.3;25.02;1.34;10
09-Apr-16;Hurricanes;Jaguares;40;22;;1.18;28.77;4.89;10
08-Apr-16;Stormers;Sunwolves;46;19;;1.02;48.63;14.69;10
08-Apr-16;Force;Crusaders;19;20;;3.99;26.34;1.25;10
08-Apr-16;Chiefs;Blues;29;23;;1.17;28.69;5.07;10
03-Apr-16;Waratahs;Rebels;17;21;;1.33;24.65;3.35;10
02-Apr-16;Bulls;Cheetahs;23;18;;1.3;25.86;3.58;10
02-Apr-16;Kings;Sunwolves;33;28;;1.64;21.94;2.32;10
02-Apr-16;Brumbies;Chiefs;23;48;;1.48;22.03;2.71;10
02-Apr-16;Blues;Jaguares;24;16;;1.3;25.56;3.57;10
01-Apr-16;Lions;Crusaders;37;43;;2.06;21.59;1.79;10
01-Apr-16;Highlanders;Force;32;20;;1.07;38.64;8.26;10
27-Mar-16;Reds;Waratahs;13;15;;3.31;24.24;1.34;10
26-Mar-16;Jaguares;Stormers;8;13;;1.64;20.77;2.32;10
26-Mar-16;Sharks;Crusaders;14;19;;1.69;20.71;2.25;10
26-Mar-16;Cheetahs;Brumbies;18;25;;4.46;27.49;1.21;10
26-Mar-16;Sunwolves;Bulls;27;30;;5.75;32.71;1.13;10
26-Mar-16;Rebels;Highlanders;3;27;;3.01;23.85;1.41;10
26-Mar-16;Chiefs;Force;53;10;;1.11;32.86;6.49;10
25-Mar-16;Hurricanes;Kings;42;20;;1.01;39.34;18.22;10
20-Mar-16;Jaguares;Chiefs;26;30;;1.57;21.46;2.5;10
20-Mar-16;Stormers;Brumbies;31;11;;2.14;18.91;1.76;10
20-Mar-16;Lions;Cheetahs;39;22;;1.22;27.97;4.32;10
19-Mar-16;Reds;Blues;25;25;;3.07;22.04;1.4;10
19-Mar-16;Crusaders;Kings;57;24;;1.01;42.14;18.09;10
19-Mar-16;Sunwolves;Rebels;9;35;;2.81;23.68;1.47;10
19-Mar-16;Bulls;Sharks;16;16;;2.06;20.43;1.81;10
18-Mar-16;Waratahs;Highlanders;26;30;;1.62;20.87;2.37;10
18-Mar-16;Hurricanes;Force;41;6;;1.14;30.65;5.55;10
13-Mar-16;Stormers;Sharks;13;18;;1.48;21.72;2.74;10
13-Mar-16;Kings;Chiefs;24;58;;8.32;40.43;1.07;10
12-Mar-16;Rebels;Reds;25;23;;2.68;23.02;1.5;10
12-Mar-16;Sunwolves;Cheetahs;31;32;;1.33;25.28;3.39;10
12-Mar-16;Highlanders;Lions;34;15;;1.28;26.9;3.78;10
11-Mar-16;Force;Brumbies;14;31;;4.84;28.99;1.19;10
11-Mar-16;Blues;Hurricanes;19;23;;1.77;21.16;2.1;10
05-Mar-16;Sharks;Jaguares;19;15;;1.58;22.51;2.43;10
05-Mar-16;Cheetahs;Stormers;10;20;;3.12;23.77;1.38;10
05-Mar-16;Bulls;Rebels;45;25;;1.49;23.78;2.69;10
05-Mar-16;Reds;Force;6;22;;1.63;21.52;2.35;10
05-Mar-16;Highlanders;Hurricanes;17;16;;1.47;22.36;2.78;10
05-Mar-16;Chiefs;Lions;32;36;;1.17;31.91;4.96;10
04-Mar-16;Brumbies;Waratahs;32;15;;1.36;24.55;3.26;10
04-Mar-16;Crusaders;Blues;28;13;;1.53;23.05;2.56;10
27-Feb-16;Stormers;Bulls;33;9;;1.37;22.81;3.18;10
27-Feb-16;Kings;Sharks;8;43;Y;5.08;29.86;1.17;10
27-Feb-16;Force;Rebels;19;25;Y;1.82;19.79;2.05;10
27-Feb-16;Waratahs;Reds;30;10;Y;1.13;30.51;5.84;10
27-Feb-16;Crusaders;Chiefs;21;27;Y;1.75;20.23;2.13;10
27-Feb-16;Sunwolves;Lions;13;26;Y;5.14;31.62;1.16;10
26-Feb-16;Cheetahs;Jaguares;33;34;;3.35;24.35;1.33;10
26-Feb-16;Brumbies;Hurricanes;52;10;;1.51;21.55;2.6;10
26-Feb-16;Blues;Highlanders;33;31;;2.25;21.09;1.68;10
04-Jul-15;Hurricanes;Highlanders;14;21;;1.38;21.7;3.14;10
27-Jun-15;Waratahs;Highlanders;17;35;;1.55;20.35;2.54;10
27-Jun-15;Hurricanes;Brumbies;29;9;;1.27;23.31;3.92;10
20-Jun-15;Stormers;Brumbies;19;39;;1.66;19.99;2.28;10
20-Jun-15;Highlanders;Chiefs;24;14;;1.55;20.26;2.53;10
14-Jun-15;Sharks;Stormers;34;12;;1.27;22.45;3.8;10
14-Jun-15;Bulls;Cheetahs;29;42;;1.1;31.15;6.4;10
13-Jun-15;Waratahs;Reds;31;5;;1.14;26.89;5.61;10
13-Jun-15;Chiefs;Hurricanes;13;21;;1.46;21.39;2.77;10
13-Jun-15;Brumbies;Crusaders;24;37;;1.54;20.79;2.49;10
12-Jun-15;Rebels;Force;11;13;;1.24;25.24;4.03;10
12-Jun-15;Blues;Highlanders;7;44;;4.36;25.8;1.21;10
06-Jun-15;Stormers;Lions;19;19;;1.34;22.82;3.27;10
06-Jun-15;Cheetahs;Waratahs;33;58;;4.45;24.39;1.21;10
06-Jun-15;Reds;Chiefs;3;24;;2.46;21.18;1.56;10
06-Jun-15;Blues;Crusaders;11;34;;4.46;24.75;1.2;10
06-Jun-15;Rebels;Bulls;21;20;;1.77;20.39;2.08;10
05-Jun-15;Force;Brumbies;20;33;;3.69;23.08;1.29;10
05-Jun-15;Hurricanes;Highlanders;56;20;;1.26;24.36;3.9;10
30-May-15;Lions;Waratahs;27;22;;2.13;20.52;1.74;10
30-May-15;Stormers;Cheetahs;42;12;;1.13;31.06;5.91;10
30-May-15;Force;Reds;10;32;;1.65;20.43;2.3;10
30-May-15;Highlanders;Chiefs;36;9;;1.61;20.5;2.4;10
29-May-15;Sharks;Rebels;25;21;;1.35;24.2;3.27;10
29-May-15;Brumbies;Bulls;22;16;;1.32;23.51;3.46;10
29-May-15;Crusaders;Hurricanes;35;18;;2.4;20.09;1.6;10
